id,publisher,title,link,publish_details,read_time,content
25,mint,‘Sensex to soar to 1 lakh points in next 5 years’: Star investor Mark Mobius,https://www.livemint.com/market/stock-market-news/sensex-to-soar-to-1-lakh-points-in-next-5-years-mark-mobious-calls-india-an-exciting-market-beacon-of-hope-for-11698752414287.html,01 Nov 2023,,"Famous veteran investor Mark Mobius, on Tuesday, expressed his confidence in India's economic growth and said, “ Sensex is poised to soar to new heights, with a target of 100,000 within the next five years."" Currently, the Sensex is standing at around 70,000 points.

Also Read: 6 things that changed for the stock market overnight - Gift Nifty, Wall Street rally to China PMI

“India's dynamic and diverse economy is a testament to its strengths. Its linguistic and cultural diversity, which some may perceive as a weakness, is a formidable asset,"" said Mark Mobius, Founder of Mobius Capital Partners, at the Morningstar Investment Conference held in Mumbai.

Mobius also vouched for India's creativity, which will be led by its tech-savvy youngsters. “As we look ahead, India's future is exceptionally promising. It is a land of opportunities and innovation, with the potential to play a pivotal role in the global financial arena,"" he added.

Also Read: Direct listing of Indian companies on foreign exchanges at GIFT City to be approved soon: Report

He called India the beacon of promise in the financial landscape. While predicting that Sensex would touching new heights within the next five years, Mobius said “Market corrections and downturns are inevitable, they are not a source of concern but rather an opportunity. As the market fluctuates, it provides us with a chance to seize undervalued assets and conserve cash for strategic investments.""

Also Read: Cello World IPO: Check out 10 key things to know from RHP before investing

The veteran investor termed India's linguistic and cultural diversity as a ‘formidable asset’. He called India a dynamic and diverse economy which is a testament to its strengths. Calling India a land of opportunities and innovation, Mark Mobius expressed confidence in India's future.

""In a world where technological expertise is the driver of growth, India's vast population, with an average age of 27, positions it as a key player. This demographic dividend, combined with the country's enterprising spirit, makes India not only an exciting market but a beacon of hope in the ever-evolving financial landscape,"" he said.

He also advised investors to pay attention to their surroundings and factors that can affect the stock market, be it geopolitical or economic.

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
26,mint,'Cautious of headwinds to domestic demand; inflation to average 5.7% in 2023',https://www.livemint.com/market/stock-market-news/cautious-of-headwinds-to-domestic-demand-inflation-to-average-5-7-in-2023-says-aurodeep-nandi-of-nomura-11698743251902.html,31 Oct 2023,,"Aurodeep Nandi , India Economist and Vice President at Nomura says he is cautious of headwinds to domestic demand from weaker rural demand, a likely slowdown in government capex as the election cycle heats up and spillovers from sluggish global growth. In an interview with Mint, Nandi shares his views on the inflation trajectory and how an economic slowdown in the US can impact us. Edited excerpts:

What is your view on the Indian economy?

The latest GDP data for Q2 2023 saw private consumption and fixed investment drive stellar growth of 7.8 per cent year-on-year (YoY) from 6.1 per cent in Q1.

High-frequency indicators suggest that this momentum seems to have persisted into Q3, although there seems to be some softening in data in September compared to the performance in August.

Consumption continues to recover, although it is still K-shaped (for instance, there is stronger demand for SUVs than smaller cars and two-wheelers).

We are also witnessing slower demand for discretionary goods, although news reports suggest that festive sales in October look promising.

Investment indicators so far speak of robust performance but seem primarily driven by the public sector.

Both, merchandise export and import growth contracted in September compared to relatively stronger growth rates in August, along with moderation in services exports.

The monsoon season has concluded with cumulative rainfall a shade ‘below normal’ but the skewed distribution could impact agri output this year.

We remain cautious of headwinds to domestic demand from weaker rural demand, a likely slowdown in government capex as the election cycle heats up and spillovers from sluggish global growth.

We maintain our GDP growth forecast at 6.3 per cent YoY in 2023 and 5.5 per cent in 2024 (FY24: 5.9 per cent; FY25: 5.6 per cent).

Prodigal inflation has returned home to RBI’s comfort zone of below 6 per cent, with the September reading sliding to 5 per cent YoY in September from 6.8 per cent in August, far below market expectations of 5.4 per cent.

This was owing to a strong deflation in vegetable prices, lower fuel inflation (LPG cylinder price cuts), and a sharper dip in core inflation to 4.5 per cent from 4.8 per cent.

However, broader food inflationary pressures are still a worry – especially rising price pressures for pulses, rice, wheat, sugar and spices, which face upside risks from poor monsoons.

Second-round effects have, however, so far been muted and the government is proactively undertaking supply-side measures.

We expect inflation to average 5.7 per cent YoY in 2023 and 4.4 per cent for 2024 (FY24: 5.4 per cent, FY25: 4.5 per cent).

Also Read: S&P 500 is down 10% in 3 months; should Indian investors be worried?

(Exciting news! Mint is now on WhatsApp Channels. Subscribe today and stay updated with the latest financial insights! Click here!)

How can a slowdown in the US impact us?

A slowdown in the US at a time when Europe is already facing growth headwinds and China is struggling means that there is a risk of a more protracted slowdown globally.

For India, the key vulnerability is on the export side, with the US being a key market not just for India’s merchandise exports, but also for its services exports.

It is rather telling that IT companies have recently sounded cautious on global macro headwinds and are reassessing their headcount needs, highlighting how a hit to exports could end up having ripple effects impacting employment and in turn consumption demand.

In the past, we have also seen India’s capex cycle struggle when global conditions worsen.

The key question for markets is whether the US is looking at a ‘soft landing’, a ‘hard landing’ or a ‘crash landing’.

The resilience in concurrent macro data makes it difficult to say for sure which scenario will emerge.

Also Read: Indian equities will deliver double-digit returns in the next 2-3 years, says Pranav Haridasan of Axis Securities

What are your views on the Chinese economy? How can it impact us in a positive or negative way?

After hitting a historical high in the second half of 2020 (H2 2020) and the first half of 2021 (H1 2021), China’s property sector experienced an unprecedented correction.

With the confidence of households and investors damaged, the property sector is still seeking a real bottom.

High-frequency data in October still show little signs of a real revival – while the contraction in new home sales has narrowed on improving transactions in big cities, low-tier cities still remain in deep contractionary territory.

Domestic excavator sales also remain deeply negative, pointing to depressed demand for capital durable goods. Geopolitical tensions have also worsened with the US tightening curbs on AI chip exports to China.

Our baseline view is that China is poised to experience a slowdown towards year-end or in early 2024 and we maintain our below-consensus 3.9 per cent forecast of 2024 annual GDP growth.

India’s exports to China as a share of total exports are much lesser compared to other Asian economies, so the negative impact will most likely be more measured.

Meanwhile, the shift in supply chains away from China is beneficial to India, although a lot will depend on India’s steadfast focus on reforms, infrastructure upgrades, upskilling of the workforce, and attracting foreign investment.

Also Read: Israel-Hamas conflict smaller in scale; uptrend in mid, smallcaps may resume, says Pankaj Pandey of ICICI Securities

How do you expect the inflation trajectory from here on? Can crude oil prices deal a blow to RBI's efforts? When do you expect a cut in interest rates?

We expect headline inflation to remain around 5 per cent through FY24 and core inflation in the 4-4.5 per cent range. That said, upside risks remain.

Weak monsoons continue to pose a risk to food production and prices, with lower acreage (on a YoY basis) for pulses, cotton and oilseeds among kharif crops and lesser rain impacting water reservoir levels, and potentially lowering the yield of the coming wheat crop.

On a YoY basis, inflation for items like cereals, pulses, milk, and spices is already trending at multi-year highs.

On fuel, we expect oil marketing companies to keep petrol/diesel prices unchanged, ahead of coming state elections in Q4. For core, lagged effects of monetary policy tightening and base effects should moderate YoY core inflation further, in our view.

As such we﻿ see downside risk to our baseline FY24 inflation projection of 5.4 per cent, which is in line with the RBI’s forecast and expect inflation at 4.5 per cent in FY25.

The US bond yields have seen strong gains lately. What is boosting US Treasury yields?

It is challenging to attribute a single reason as to why the yields have picked up so rapidly.

It is probably a combination of a number of factors – greater market confidence in the US growth resilience, continued inflationary pressures, hardening of expectations that the Fed will keep interest rates higher for longer, and increasing worries on higher fiscal deficit in the US.

Also Read: US 10-year bond yields near 16-year high. How can it impact Indian stock market?

Read all market-related news here

Disclaimer: The views and recommendations above are those of individual analysts, experts and broking companies, not of Mint. We advise investors to check with certified experts before making any investment decisions.

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
27,mint,Cricket World Cup 2023: Economic impact in India,https://www.livemint.com/web-stories/cricket-world-cup-2023-economic-impact-in-india-11698725988972.html,31 Oct 2023,,"Cricket World Cup in India

India is hosting the 13th edition of the Cricket World Cup after a 12-year gap, and expectations are high for the national team."
28,mint,'Indian equities will deliver double-digit returns in the next 2-3 years',https://www.livemint.com/market/stock-market-news/indian-equities-will-deliver-double-digit-returns-in-the-next-2-3-years-says-pranav-haridasan-of-axis-securities-11698649734647.html,30 Oct 2023,,"Pranav Haridasan , MD & CEO of Axis Securities believes the Indian economy remains in the sweet spot of growth, which will drive Indian equities higher. Additionally, the improvement in the balance sheet strength of corporate India and the much-improved health of the Indian banking system is another positive which will help Indian equities to deliver double-digit returns in the next two to three years led by double-digit earnings growth. In an interview with Mint, Haridasan shares his views on markets and the economy. Edited excerpts:

What is your view on the Q2 earnings of India Inc. so far? What are your expectations on earnings upgrades/downgrades?

Q2FY24 earning season till now is in line with our expectations. As anticipated, large-cap IT services companies posted a muted Q2FY24 primarily due to challenging times from the world's largest economies.

The December quarter for IT companies is also considered a seasonally weak quarter because of the holidays.

We can expect some recovery in Q4FY24 and a ramp-up of the deals they won in the previous quarters.

FMCG demand remains stable during Q2FY24, with urban demand continuing to lead and the rural markets remaining muted during the quarter.

However, gradual recovery is likely in the sector in the upcoming quarter, especially in the rural areas, led by:

(a) Government capital expenditure leading to job creation.

(b) The festive season in Q3.

(c) Increase in urban remittances.

(d) Moderation in the inflation.

Additionally, premium categories continue to grow faster than the mass segment.

Financial heavyweights delivered robust numbers with a stable asset quality trend, while some margin pressure was visible during the quarter.

We expect Nifty FY24 and FY25 earnings at 928 and 1,048, respectively, with growth expectations of 17 per cent and 13 per cent, respectively, as we are still in the early earnings season. So far, there have been no substantial deviations from our initial expectations.

We will review our estimates following the conclusion of the earnings season.

What is your short-term view of the market? Should we keep our expectations low?

Short-term headwinds driven by the US 10-year yield rising above 5 per cent, geopolitical tensions, and crude breakout on the upside will keep us a bit cautious and time our entry points better.

Furthermore, we are entering a few primary state elections in the upcoming months and the general election next year, so volatility will likely increase from the current levels in the next 12 months.

Nonetheless, the Indian economy remains in the sweet spot of growth, which would stay the biggest driver of Indian equities moving forward.

The improvement in the balance sheet strength of corporate India and the much-improved health of the Indian banking system is another positive attribute and a significant one as it will ensure that Indian equities will easily manage to deliver double-digit returns in the next two to three years led by double-digit earnings growth.

Based on the current scenario, we recommend investors maintain good liquidity (10-20 per cent) to use any dips in a phased manner and build a position in high-quality companies (where the earnings visibility is relatively high) with an investment horizon of 12-18 months.

(Exciting news! Mint is now on WhatsApp Channels. Subscribe today by clicking the link and to stay updated with the latest financial insights! Click here!)

What should our strategy be for the mid and small-cap space now?

Over the past year, the broader market has significantly outperformed the benchmark index. We observed a substantial catch-up in the mid/small-cap index from the March 2023 low.

The market has since recovered considerably, with 86 per cent of the stocks (till September 2023-end) trading above the 200-day moving average, indicating that the market is near the overbought zone. From here, the market will likely see a style and sector rotation.

With the significant catch-up by midcaps and small-caps in the last couple of months, we believe that the margin of safety at current levels has reduced in some pockets compared to large caps.

With this view, the broader market may see some time correction in the near term, while flows will likely shift to large caps. However, the long-term story of the overall market continues to remain attractive.

On top of it, 'growth at a reasonable price' looks attractive at the current juncture because of domestic play cool-off in commodity prices and inflation, and the expectation of rural recovery in the upcoming quarters.

Do you think the US Fed may hike rates from here on? When do you expect the Fed to start cutting interest rates?

The recent US 10-year bond yield surge indicates that we may see one potential rate hike in the upcoming FOMC meeting.

The current GDP prints from the US have all pointed to a pretty robust economy, and hence, the US 10-year bond yields could remain elevated for extended periods than some parts of the market have been expecting.

The second half of 2024 (H2CY24) is perhaps when we could start to see a softer bond view, but stubborn inflation and growth prints at the moment keep expectations muted.

Also Read: S&P 500 is down 10% in 3 months; should Indian investors be worried?

How could a US economic slowdown impact the Indian market?

With the US economy nearing the peak of its rate hike cycle, we can expect one rate hike in the US market before the US Fed pauses.

In the recent past, the market has not seen such interest rate hikes, which inherently elevates the risk of missteps.

This action would translate into a slowdown or heightened recession in the developed market, which will impact the export-oriented growth in the domestic market.

It will consequently pose challenges to some parts of earnings and market multiple of the domestic market.

Nonetheless, the Indian economy stands at a sweet spot of growth and remains the land of stability against the backdrop of a volatile global economy. This development would remain the biggest driver of Indian equities moving forward.

The improvement in the balance sheet strength of corporate India and the much-improved health of the Indian banking system are other significant positive attributes as they will ensure that Indian equities will easily manage to deliver double-digit returns in the next two to three years.

Also Read: Stocks to buy this week: Tata Motors, HCL Tech, Persistent among 12 technical picks; do you own any?

Why are foreign investors selling Indian equities despite a robust economic growth outlook? For how long will it continue?

We have seen selling by FIIs in the domestic market in the last few weeks, led by a sudden surge in the US bond yields and the rise in the dollar index. However, this trend is more tactical, as any cool-off in bond yields and dollar index is a positive signal for emerging market flows.

We think India will continue to attract a significant amount of foreign portfolio investor interest, given the potential of our domestic market, and as we continue to see considerable rotation out of China from a structural economic perspective. Yes, the recent selling is more short-term, and we expect the flows to stabilise.

Also Read: 'Adopt wait and watch strategy, deploy funds slowly on market dips, says Seemant Shukla of JM Financial Mutual Fund

What sectors are you positive about for the next one to two years?

All major economy-linked sectors will drive the next leg of the rally in the domestic market.

Four themes that will continue to grab attention are financialisation and digitisation, import substitution, premiumisation, and manufacturing.

The key sectors that will be beneficiaries are BFSI, building materials, industrials and capital goods, hospitals, and automobiles.

Read all market-related news here

Disclaimer: The views and recommendations above are those of individual analysts, experts and broking companies, not of Mint. We advise investors to check with certified experts before making any investment decisions.

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
29,mint,World Cup 2023: Certainly not a child's play; economic benefits aplenty,https://www.livemint.com/market/stock-market-news/as-india-hosts-cricket-world-cup-2023-these-sectors-to-get-a-leg-up-11698640012662.html,30 Oct 2023,,"India, home to 1.4 billion people, is currently hosting the 13th edition of the Cricket World Cup after a gap of a dozen years. It was in this very nation, during the last hosting of the event, that the Indian cricket team, under the captaincy of M.S. Dhoni clinched the World Cup after a 28-year-long wait. The victory was sealed in a thrilling moment, with Captain Dhoni's unforgettable six, forever etched in the annals of cricket history.

Turning the page to the previous World Cup in 2019, held in England, the Indian cricket team faced a defeat against New Zealand in a thrilling Semi-Final Match. Now, as we fast forward to the much-anticipated 2023 edition, the men in blue exude confidence in their pursuit of a third World Cup title.

The World Cup event that kicked off on Oct 5 spans a full 46 days, featuring a total of 48 matches (40% of matches have already been completed) that are spread across ten major cities in India. These host cities include Ahmedabad, Bengaluru, Chennai, Delhi, Dharamsala, Kolkata, Lucknow, Mumbai, Pune, and three more in Hyderabad. Beyond the joy and excitement the World Cup brings, this colossal event is expected to usher in substantial economic benefits for India.

Dilip Cherian, image guru, says that the most important impact of the World Cup cricket being held in India is, of course, on the broad image parameters on which India is compared with other venues.

“As the host country, extra attention gets focussed, of course, on our aviation, hospitality, and retail sectors. How efficient they are under pressure and how our price/quality ratios compared with products in other parts of the world is, of course, what will matter eventually,"" he says.

World Cup impact on consumption across categories

According to a report by Airbnb, searches for stays in India have gone up dramatically in recent months, with Ahmedabad at the forefront of this cricketing fervour. Accommodation searches in Ahmedabad had witnessed a 4,000 percent spike, largely driven by the anticipation of the India-Pakistan match.

The aviation industry is also seeing an increase in bookings, as fans travel between host cities to catch the matches. IndiGo, a leading player in the Indian aviation sector, has reported a 20% increase in bookings for the months of October and November, compared to the same period last year.

Meanwhile, broadcasters and advertisers are spending heavily in anticipation of the Cricket World Cup 2023. Star Sports, the official broadcaster of the tournament in India, has reportedly sold over 90% of its advertising inventory for the tournament.

Sam Balsara, chairman of Madison World, says, “In any country a major sporting event always provides a boost, whether it is Olympics or Football and it is no different for cricket which is considered a religion in India. The number of groups, old students groups, office colleagues, families who have planned group visits to outstation to enjoy a match in a stadium is huge. No doubt Cricket is big business in India. The impact on Ad spends, travel, hospitality, sporting gear, sporting attire, event and promotion agencies is huge and palpable.""

The sale of cricket-related merchandise is also picking up, with fans buying everything from jerseys and caps to bats and balls. According to a report by the Federation of Indian Chambers of Commerce and Industry (FICCI), the sale of cricket-related merchandise is expected to increase by 30% during the Cricket World Cup 2023.

Let’s look at the individual sectors that are poised to thrive during this world cup

Travel and hospitality: The tournament is expected to attract millions of visitors from both India and abroad, which will boost the travel and hospitality industries. According to a report by Kotak Securities, the Cricket World Cup 2023 could add up to ₹13,500 crore to the Indian economy, with a significant portion of this coming from the travel and hospitality sectors.

Media and entertainment: The Cricket World Cup is one of the most popular sporting events in the world, and it is expected to generate significant viewership in India. This will boost the media and entertainment industry, as broadcasters and advertisers spend heavily to reach the large audience. Kotak Securities estimates that the media and entertainment industry could generate up to ₹4,500 crore from the Cricket World Cup 2023.

Retail: The Cricket World Cup is also expected to boost retail sales, as fans purchase memorabilia, clothing, and other items related to the tournament. According to a report by the Federation of Indian Chambers of Commerce and Industry (FICCI), the Cricket World Cup 2023 could boost retail sales by up to ₹2,500 crore.



Food and beverage: The Cricket World Cup is also expected to boost sales of food and beverages, as fans eat and drink while watching the matches. Kotak Securities estimates that the food and beverage industry could generate up to ₹1,500 crore from the Cricket World Cup 2023.

Aviation: The aviation industry is also seeing an increase in bookings, as fans travel between host cities to catch the matches. IndiGo, a leading player in the Indian aviation sector, has reported a 20% increase in bookings for the months of October and November, compared to the same period last year.

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
30,mint,Cost of Living updates LIVE Oct 30: Rising price of olive oil pushes up the cost,https://www.livemint.com/economy/cost-of-living-updates-live-oct-30-fuel-prices-steady-check-petrol-and-diesel-prices-in-your-city-today-11698604322044.html,30 Oct 2023,,"Cost of Living updates LIVE Oct 30: Rising price of olive oil pushes up the cost of food in Italy

5 min read . Updated: 30 Oct 2023, 07:11 PM IST

Cost of Living updates LIVE Oct 30: The high rate of inflation has pushed up the cost of living across the globe, burning a hole in common man's pocket. In some relief, India's retail inflation witnessed a notable decline in September, dropping to a three-month low."
31,mint,"From 60 hours in 2020, Murthy now suggests a 70-hour work week for youngsters",https://www.livemint.com/economy/from-60-hours-in-2020-narayana-murthy-now-suggests-70-hour-work-week-for-youngsters-where-will-he-go-next-11698339720990.html,27 Oct 2023,,"Infosys founder NR Narayana Murthy has raised his expectations from India's youngsters in terms of productivity, saying that young Indians should work for a minimum of 70 hours per week if the country wants to compete with emerging economies.

The billionaire tech founder made similar comments in an interview with a news channel three years ago, when he suggested that youngsters should put in 60 hours per week for the next two to three years in order to revive the Indian economy.

In an interview with ET Now in 2020, Murthy said, ‘’Indians would have to learn to live with coronavirus for the next 12-18 months, companies will need to take precautions, and overall, Indians would have to put in more work and more hours to put the economy on a track again.''

Also Read: Narayana Murthy pitches for change in India's work culture, says ‘youngsters should work for 70 hours a week if…’

Notably, the comments by the tech leader then came at a time when the first wave of COVID-19 had gripped the country into an economic slowdown. Murthy explained that to pull the Indian economy out of the slump that had resulted from the COVID-19 lockdown, Indians should vow to work longer and harder.

“We should take a pledge that we will work ten hours a day, six days a week - as against 40 hours a week - for the next 2-3 years so that we can fast-track and grow the economy much faster. On the side of the government, they should appoint a committee of well-respected and accomplished people to advise them on how to remove hassles for these businesses, like during the economic reforms of 1991. If we did these two, by and large, we will come out of this much stronger,"" Murthy said in 2020.

Three years down the line, the Infosys founder has now added 10 extra hours to the weekly work log target as advice for young Indians, noting that India's work productivity was one of the lowest in the world.

The remarks came during an episode of the first episode of 3one4 Capital’s podcast ‘The Record’ that was aired earlier this week, where Murthy spoke about nation-building, technology, his company Infosys, and several other topics – including his opinion on today’s youth.

""Somehow our youth has the habit of taking not-so-desirable habits from the West, and then… not helping the country…Unless we improve our work productivity, unless we reduce corruption in the government at some level, because we have been reading I don't know the truth of it, unless we reduce the delays in our bureaucracy in taking this decision, we will not be able to compete with those countries that have made tremendous progress. Therefore, my request is that our youngsters must say, this is my country, I’d like to work 70 hours a week,"" said Narayana Murthy in a conversation with former Infosys CFO Mohandas Pai.

Murthy added that in order to compete with countries like China, India’s youngsters must put in extra hours of work – as Japan and Germany did after World War 2.

“…Transformation has to come to youngsters because youngsters form a significant majority of our population at this point in time, and they are the ones who can build our country,"" Narayana Murthy said concluding his point.

Also Read: India Inc divided as Narayana Murthy calls for 70 hour work week; Bhavish Aggarwal, Ronnie Screwvala weigh in

Murthy's remarks on India's low work productivity and suggestions over the 70-hour work week sparked a buzz on social media, inviting polarised views from India Inc. On one hand, Ola Cabs co-founder Bhavish Aggarwal seconded Narayana Murthy's viewpoint and said 'It's our moment to go all in and build in one generation what other countries built over many generations.'

Whereas some business leaders and entrepreneurs opposed the idea and asserted that it is more about getting better at what one does as the quality of work is more valuable than putting in more hours.

upGrad founder Ronnie Screwvala said, “Boosting productivity isn't just about working longer hours. It's about getting better at what you do - Upskilling, having a positive work environment, and fair pay for the work done. Quality of work done > clocking in more hours.''

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
32,mint,"India will manage 8% growth by 2030 if more women join workforce, says report",https://www.livemint.com/economy/india-will-manage-8-pc-gdp-growth-by-2030-if-more-women-join-workforce-says-report-11698328560823.html,26 Oct 2023,,"The road to India's 8% GDP growth passes through the precondition of increasing the female workforce and by improving labour productivity, says a recent Barclays report.

The report titled, “India's breakout moment"", says that India can achieve a GDP growth rate of 8% by ensuring that women account for more than half of the new workforce set to be created by 2030. The report also highlighted on the need to improve labour productivity through upskilling to fully utilise its young generation.

Current female labour force participation rate (FLFPR) stands at 37%. However, to ensure incremental growth in the Indian workforce, India needs to increase its FLFPR to 43.4% by 2030.

“This means that of the roughly 108 million estimated increase in the labour force, around 55 million (~50%) would have to come from women, which implies only a partial convergence of male-to-female jobs ratio – that is, for every female worker, there would be 1.9 male workers in 2030, versus 2.2 currently,"" stated the report.

Growth of non-agricultural jobs

Other than the significance of bringing more women into the workforce, the report underlined the importance of faster growth of non-agricultural jobs to employ surplus labour. It also mentioned the need to bring more formalisation of employment.

Sectors like construction, wholesale, retail trade segments, manufacturing, etc have the potential to generate opportunities for the expanding workforce in the coming years. Sectors like real estate, professional, and financial services, will also provide employment opportunities in the coming years.

Employment generation and labour productivity

Apart from employment generation, a focus on education and skills training in emerging technologies and capital-intensive sectors is required to improve labour productivity and help generate more formal-sector jobs. The report indicated that India's labour market can increase its share of GDP contribution not “just through a shift away from agriculture, but also through raising labour productivity.""

It also suggested that investment in hard infrastructure/traditional industries would significantly improve labour productivity and will also raise the efficiency of both factors of production, capital, and labour. The report also suggested that sectors such as chemicals, transport equipment, metals, telecom, and business services, can generate more jobs and improve labour's share in income.

Looking at the focus on large science, technology, engineering, and mathematics (STEM) in the Indian education system, the report also pointed towards the scope to increase employability in the IT sector and technical jobs as “India seeks to build capabilities in the manufacture of semiconductors, hydrocarbons, EV batteries, defence, and climate technology, among other industries.""

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
33,mint,Narayana Murthy says ‘youngsters should work for 70 hours a week if…’,https://www.livemint.com/news/india/narayana-murthy-pitches-for-change-in-indias-work-culture-says-youngsters-should-work-for-70-hours-a-week-if-11698325820285.html,26 Oct 2023,,"Infosys founder NR Narayana Murthy expressed concerns about India's work productivity, noting that it was one of the lowest in the world. The businessman said that youngsters in India should work for a minimum of 70 hours per week if the country wanted to compete with emerging economies. The remarks came during an episode of the first episode of 3one4 Capital’s podcast ‘The Record’ that was aired earlier this week.

Murthy also shared his views on on various topics like India's growth, the role of youth, corruption and work productivity during the interaction with former Infosys CFO Mohandas Pai.

""Somehow our youth has the habit of taking not-so-desirable habits from the West, and then… not helping the country. India's work productivity is one of the lowest in the world. Unless we improve our work productivity, unless we reduce corruption in the government at some level, because we have been reading I don't know the truth of it, unless we reduce the delays in our bureaucracy in taking this decision, we will not be able to compete with those countries that have made tremendous progress. So therefore, my request is that our youngsters must say, this is my country, I’d like to work 70 hours a week,"" Narayana Murthy said.

Germany and Japan is post Second World War period

The Infosys founder also cited post-World War II Germany and Japan as an example, noting how people in Germany worked extra hours for a certain number of years.

“So, I hope our corporate leaders will be able to address our youngsters and say, ‘For the first time India has received certain respect. This is the time for us to consolidate and accelerate the progress and to do that we need to work very hard, we need to be disciplined and improve our work productivity,"" Narayana Murthy added.

He said that the government can't do anything unless we are ready to put in that extra effort and “every government is as good as the culture of the people.""

“And that transformation has to come to youngsters because youngsters form a significant majority of our population at this point of time, and they are the ones who can build our country,"" Narayana Murthy said concluding his point.

Milestone Alert!Livemint tops charts as the fastest growing news website in the world 🌏 Click here to know more."
34,mint,"Worsening Gaza crisis will keep foreign investors on edge, markets volatile",https://www.livemint.com/opinion/online-views/worsening-gaza-crisis-will-keep-foreign-investors-on-edge-markets-volatile-11698315194446.html,26 Oct 2023,,"Global events, especially the situation in Gaza, continue to stir anxiety across financial markets. The equity market has cracked – the Sensex lost more than 850 points on Thursday and is down to its lowest level in four months – as investors are nervous about how India would be affected by an escalation of the conflict between Israel and Hamas.

Israel's prime minister Benjamin Netanyahu has said preparations are being made for “a ground invasion"" of the Gaza Strip. The fear is that this could lead to contagion, with Iran becoming more directly involved on behalf of Hamas and widening the arena of conflict. That in turn may cause Arab nations, which are major oil and gas producers, to use their “energy leverage"", as they have in previous conflicts. In 1973, for example, Opec hiked crude and gas prices to punish Western nations that supported Israel in the Yom Kippur War.

The biggest worry is thus around the availability and prices of crude oil If the situation in Gaza is not resolved quickly. Iran is already under sanctions that reduce its ability to export oil and gas, and so is Russia thanks to the Ukraine war.

India is especially vulnerable as it imports roughly 85% of its crude and over 50% of its gas. While estimates at the time of the 2023-24 budget assumed that the Indian crude basket would average around $75 a barrel, the conflict has already pushed this over $90. There will inevitably be pressure on the rupee if energy prices lead to a bigger import bill. That would mean higher inflation across the economy, which would force the Reserve Bank of India to keep interest rates higher for longer.

Under normal circumstances the buffer for higher crude import bills are export earnings (including services exports) and higher hard-currency investments into India in the form of both FDI and portfolio investments. However, the global economy is weak at the moment, suffering from a combination of low growth and high inflation. This reduces investments into India and opportunities for exporters. The IT industry, for example, has seen poor growth and issued cautious advisories in the past two quarters.

High global inflation also means hawkish central banks. Currency pressures harm exporters’ prospects and also cause caution among portfolio investors. With rising uncertainty, global central banks are warning that interest rates could remain higher for longer, keeping the cost of capital high. This is causing dollar investors to pull their money out of emerging markets and seek refuge in US treasuries. The Indian equity markets haven’t been immune to this selloff.

Apart from this, investors will likely remain cautious until the upcoming Lok Sabha elections are completed and the next government is sworn in, and will closely track the outcomes of the state assembly elections due next month for cues. Political stability is among the most important factors for foreign investors looking to invest in emerging markets. Gaza has just added another layer of worries to the volatility caused by India’s electoral cycle."
